ID,Language_ID,Form,Description,Part_Of_Speech,Parameter_ID,Morpho_Segments,Stem_ID,Segments,Comment,Source,Media_ID
chiwapure-c,yab,chiwapure,,n,C.,chiwapure,,,,,
senkapejsejne-finish-plur-pst-pl,yab,sënkapëjsejne,,vi,finish-PLUR-PST-PL,sënka pëj se jne,,,,,
yawotomojne-lk-uncle-pert-pl-pl,yab,yawotomojne,,n,LK-uncle-PERT-PL-PL,y awo ∅ tomo jne,,,,,
yawojne-lk-uncle-pert-pl,yab,yawojne,,n,LK-uncle-PERT-PL,y awo ∅ jne,,,,,
wejsapekontomo-cop-pfv-pl,yab,wejsapëkontomo,,vi,COP-PFV-PL,wej sapë kontomo,,,,,
wejpetijpekontomo-come-plur-pst-pl,yab,wejpëtijpëkontomo,,vi,come-PLUR-PST-PL,wej pëti jpë kontomo,,,,,
iyipi-3-mountain-pert,yab,iyïpï,,n,3-mountain-PERT,i yïpï ∅,,,,,
inonokontomo-3-earth-pert-pl,yab,inonokontomo,,n,3-earth-PERT-PL,i nono ∅ kontomo,,,,,
tajnon-piaroa,yab,tajnon,,n,Piaroa,tajnon,,,,,
tewine-3-from,yab,tëwinë,,postp,3-from,të winë,,,,,
mewarai-2-like,yab,mëwarai,,postp,2-like,më warai,,,,,
tamutom-3-ripeness-pert-pl,yab,tamutom,,n,3-ripeness-PERT-PL,t amu ∅ tom,,,,,
chikontom-cop-ipfv-pl,yab,chikontom,,vi,COP-IPFV-PL,chi ∅ kontom,,,,,
ejtejne-house-npert-pl,yab,ëjtëjne,,n,house-NPERT-PL,ëj të jne,,,,,
senkane-finish-inf,yab,sënkanë,,n,finish-INF,sënka në,,,,,
wepijpekontomo-come-pst-pl,yab,wepïjpëkontomo,,vi,come-PST-PL,wepï jpë kontomo,,,,,
warotakonton-work-ipfv-pl,yab,warotakonton,,vi,work-IPFV-PL,warota ∅ konton,,,,,
wejpejse-come-plur-pst,yab,wejpëjse,,vi,come-PLUR-PST,wej pëj se,,,,,
pijiguao-bactris-gasipaes,yab,pijiguao,,n,Bactris_gasipaes,pijiguao,,,,,
uyarejpe-1-bring-pst,yab,uyarëjpë,,vt,1-bring-PST,u yarë jpë,,,,,
warotanepeke-work-prog-intr,yab,warotanëpëkë,,vi,work-PROG.INTR,warota nëpëkë,,,,,
yakerejtomojne-lk-relative-pert-pl-pl,yab,yakerejtomojne,,n,LK-relative-PERT-PL-PL,y akere j tomo jne,,,,,
yapijtontomojne-old-pl-pl,yab,yapijtontomojne,,n,old-PL-PL,yapijton tomo jne,,,,,
warota-work-ipfv,yab,warota,,vi,work-IPFV,warota ∅,,,,,
yipiri-mountain-pert-1,yab,yïpïri,,n,mountain-PERT,yïpï ri,,,,,
semokontomo-cry-ipfv-pl,yab,sëmokontomo,,vi,cry-IPFV-PL,sëmo ∅ kontomo,,,,,
wejkatopo-fall-circ-nmlz,yab,wëjkatopo,,n,fall-CIRC.NMLZ,wëjka topo,,,,,
yipirijpe-mountain-pert-pst,yab,yïpïrïjpë,,n,mountain-PERT-PST,yïpï rï jpë,,,,,
asamonepeke-cry-prog-intr,yab,asamonëpëkë,,vi,cry-PROG.INTR,asamo nëpëkë,,,,,
inchare-see-imn,yab,incharë,,vt,see-IMN,in charë,,,,,
semonepeke-cry-prog-intr,yab,sëmonëpëkë,,vi,cry-PROG.INTR,sëmo nëpëkë,,,,,
waimute-speak-inf,yab,waimutë,,n,speak-INF,waimu të,,,,,
semone-cry-inf,yab,sëmonë,,n,cry-INF,sëmo në,,,,,
kukuru-answer-ipfv,yab,kukuru,,vt,answer-IPFV,kuku ru,,,,,
ere-liver,yab,ere,,n,liver,ere,,,,,
yapejsare-grab-imn,yab,yapëjsarë,,vt,grab-IMN,yapëj sarë,,,,,
uyakerejtomo-1-lk-relative-pert-pl,yab,uyakerejtomo,,n,1-LK-relative-PERT-PL,u y akere j tomo,,,,,
kanawajne-canoe-pl,yab,kanawajne,,n,canoe-PL,kanawa jne,,,,,
ipejsape-put-plur-pfv,yab,ipëjsapë,,vt,put-PLUR-PFV,i pëj sapë,,,,,
tapa-beat-acnnmlz,yab,tapa,,n,beat-ACNNMLZ,tapa ∅,,,,,
uyawanka-1-kill-ipfv,yab,uyawanka,,vt,1-kill-IPFV,u yawanka ∅,,,,,
meyawanka-2-kill-ipfv,yab,mëyawanka,,vt,2-kill-IPFV,më yawanka ∅,,,,,
mepeke-2-about,yab,mëpëkë,,postp,2-about,më pëkë,,,,,
yopoke-find-imp,yab,yopokë,,vt,find-IMP,yopo kë,,,,,
waimutepeke-speak-prog-intr,yab,waimutëpëkë,,vi,speak-PROG.INTR,waimu tëpëkë,,,,,
itapejteke-hear-plur-pl-imp,yab,itapëjtëkë,,vt,hear-PLUR-PL-IMP,ita pëj të kë,,,,,
yawotom-lk-uncle-pert-pl,yab,yawotom,,n,LK-uncle-PERT-PL,y awo ∅ tom,,,,,
waimutomo-language-pl,yab,waimutomo,,n,language-PL,waimu tomo,,,,,
mewara-2-like,yab,mëwara,,postp,2-like,më wara,,,,,
takonojpe-other-pst,yab,takonojpë,,n,other-PST,takono jpë,,,,,
chiyakono-friend,yab,chiyakono,,n,friend,chiyakono,,,,,
yamija-pick-up-neg,yab,yamïja,,vt,pick_up-NEG,yamï ja,,,,,
yopojpe-find-pst,yab,yopojpë,,vt,find-PST,yopo jpë,,,,,
yewukuja-answer-neg,yab,yëwukuja,,vt,answer-NEG,yëwuku ja,,,,,
chiyakon-friend,yab,chiyakon,,n,friend,chiyakon,,,,,
ichemi-put-ptcp-nmlz,yab,ichemï,,n,put-PTCP-NMLZ,i che mï,,,,,
piuj-rustle,yab,piuj,,ideo,rustle,piuj,,,,,
eseneja-see-self-neg,yab,eseneja,,vi,see_self-NEG,esene ja,,,,,
waimukontom-speak-ipfv-pl,yab,waimukontom,,vi,speak-IPFV-PL,waimu ∅ kontom,,,,,
itajpe-hear-pst-acnnmlz,yab,itajpë,,n,hear-PST.ACNNMLZ,ita jpë,,,,,
chimajpe-path-pst,yab,chimajpë,,n,path-PST,chima jpë,,,,,
yarepejse-bring-plur-pst,yab,yarëpëjse,,vt,bring-PLUR-PST,yarë pëj se,,,,,
chimarijpe-path-pert-pst,yab,chimarijpë,,n,path-PERT-PST,chima ri jpë,,,,,
inonori-3-earth-pert,yab,inonori,,n,3-earth-PERT,i nono ri,,,,,
semekija-defend-neg,yab,semekïja,,vt,defend-NEG,semekï ja,,,,,
yakonojpe-lk-younger-sister-of-woman-pert-pst,yab,yakonojpë,,n,LK-younger_sister_of_woman-PERT-PST,y akono ∅ jpë,,,,,
yenke-drink-imp,yab,yënkë,,vt,drink-IMP,yën kë,,,,,
yensem-drink-ptcp-nmlz,yab,yënsem,,n,drink-PTCP-NMLZ,yën se m,,,,,
sempinukuja-close-eyes-neg,yab,sëmpinukuja,,vi,close_eyes-NEG,sëmpinuku ja,,,,,
intojpano-see-fut-concl,yab,intojpano,,vt,see-FUT.CONCL,in tojpano,,,,,
meintojpano-2-see-fut-concl,yab,mëintojpano,,vt,2-see-FUT.CONCL,më in tojpano,,,,,
mewenkepiri-2-forget-ipfv,yab,mëwënkepïrï,,vi,2-forget-IPFV,më wënkepï rï,,,,,
mewenkepiri-2-forget-ipfv-1,yab,mëwënkepïri,,vi,2-forget-IPFV,më wënkepï ri,,,,,
wenkejne-forget-inf,yab,wënkejnë,,n,forget-INF,wënkej në,,,,,
peremekiri-speak-ipfv,yab,peremekïrï,,vi,speak-IPFV,peremekï rï,,,,,
epepeke-escape-prog-tr,yab,epepëkë,,vi,escape-PROG.TR,epe pëkë,,,,,
yapejpetiri-grab-plur-ipfv,yab,yapëjpëtiri,,vt,grab-PLUR-IPFV,yapëj pëti ri,,,,,
wenkepija-forget-neg-1,yab,wenkepïja,,vi,forget-NEG,wenkepï ja,,,,,
itateke-hear-pl-imp,yab,itatëkë,,vt,hear-PL-IMP,ita të kë,,,,,
waijteri-head-pert,yab,waijtëri,,n,head-PERT,waijtë ri,,,,,
semopejnepeke-cry-plur-prog-intr,yab,sëmopëjnëpëkë,,vi,cry-PLUR-PROG.INTR,sëmo pëj nëpëkë,,,,,
meyipi-2-mountain-pert,yab,mëyïpï,,n,2-mountain-PERT,më yïpï ∅,,,,,
mewaimuja-2-speak-neg,yab,mëwaimuja,,vi,2-speak-NEG,më waimu ja,,,,,
menono-2-earth-pert,yab,mënono,,n,2-earth-PERT,më nono ∅,,,,,
itapeke-hear-prog-tr,yab,itapëkë,,vt,hear-PROG.TR,ita pëkë,,,,,
anajmotom-2-grandmother-pert-pl,yab,anajmotom,,n,2-grandmother-PERT-PL,a najmo ∅ tom,,,,,
peremekija-speak-neg,yab,peremekïja,,vi,speak-NEG,peremekï ja,,,,,
semejke-defend-imp,yab,semejkë,,vt,defend-IMP,semej kë,,,,,
tetopo-go-circ-nmlz,yab,tëtopo,,n,go-CIRC.NMLZ,të topo,,,,,
kaimotatopo-hunt-circ-nmlz,yab,kaimotatopo,,n,hunt-CIRC.NMLZ,kaimota topo,,,,,
wepijrama-come-proh,yab,wepïjrama,,vi,come-PROH,wepï jrama,,,,,
aya-ra-2-grandchild-pert,yab,aya'ra,,n,2-grandchild-PERT,a ya'ra ∅,,,,,
nonoke-earth-prop,yab,nonoke,,adv,earth-PROP,nono ke,,,,,
unono-1-earth-pert,yab,unono,,n,1-earth-PERT,u nono ∅,,,,,
kapitan-chief,yab,kapitan,,n,chief,kapitan,,,,,
yapijton-old,yab,yapijton,,n,old,yapijton,,,,,
kerejne-old-pl,yab,kërëjne,,n,old-PL,kërë jne,,,,,
wejpejsape-come-plur-pfv,yab,wejpëjsapë,,vi,come-PLUR-PFV,wej pëj sapë,,,,,
keyamaja-raise-neg,yab,këyamaja,,vt,raise-NEG,këyama ja,,,,,
yewuku-answer-acnnmlz,yab,yëwuku,,n,answer-ACNNMLZ,yëwuku ∅,,,,,
paka-cow,yab,paka,,n,cow,paka,,,,,
kuyuwi-bird-sp,yab,kuyuwi,,n,bird.sp,kuyuwi,,,,,
yeneke-eat-meat-imp,yab,yënëkë,,vt,eat(meat)-IMP,yënë kë,,,,,
serejne-bitter-manioc-pl,yab,serejne,,n,bitter_manioc-PL,sere jne,,,,,
wurijyantom-woman-pl,yab,wurijyantom,,n,woman-PL,wurijyan tom,,,,,
nwa-glute,yab,nwa,,n,glute,nwa,,,,,
tui-give-hort,yab,tui,,vt,give-HORT,tu i,,,,,
chimakontomo-path-pl,yab,chimakontomo,,n,path-PL,chima kontomo,,,,,
pipiri-bactris-gasipaes,yab,pïpïri,,n,Bactris_gasipaes,pïpïri,,,,,
yakata-dig-out-motimp,yab,yakata,,vt,dig_out-MOTIMP,yaka ta,,,,,
tewine-3-from-1,yab,tëwïnë,,postp,3-from,të wïnë,,,,,
winijsajkonton-sleep-pfv-pl,yab,wïnïjsajkonton,,vi,sleep-PFV-PL,wïnïj saj konton,,,,,
winijpejse-sleep-plur-pst,yab,wïnïjpëjse,,vi,sleep-PLUR-PST,wïnïj pëj se,,,,,
wepejsaj-kill-plur-pfv,yab,wëpëjsaj,,vt,kill-PLUR-PFV,wë pëj saj,,,,,
menwa-2-glute-pert,yab,mënwa,,n,2-glute-PERT,më nwa ∅,,,,,
epese-escape-sup,yab,epese,,adv,escape-SUP,epe se,,,,,
yipitomojpe-mountain-pl-pst,yab,yïpïtomojpë,,n,mountain-PL-PST,yïpï tomo jpë,,,,,
yipikontomojpe-mountain-pl-pst,yab,yïpïkontomojpë,,n,mountain-PL-PST,yïpï kontomo jpë,,,,,
torote-cemetery,yab,torotë,,n,cemetery,torotë,,,,,
yawaranatom-yawarana-pl,yab,yawaranatom,,n,Yawarana-PL,yawarana tom,,,,,
patatejpe-village-npert-pst,yab,patatëjpë,,n,village-NPERT-PST,pata të jpë,,,,,
enirom-now-nmlz,yab,enirom,,n,now-NMLZ,eniro m,,,,,
semakontomo-die-ipfv-pl,yab,sëmakontomo,,vi,die-IPFV-PL,sëma ∅ kontomo,,,,,
itunakontomojpe-3-water-pert-pl-pst,yab,itunakontomojpë,,n,3-water-PERT-PL-PST,i tuna ∅ kontomo jpë,,,,,
wejsajkontomo-cop-pfv-pl,yab,wejsajkontomo,,vi,COP-PFV-PL,wej saj kontomo,,,,,
meinija-2-see-neg,yab,mëinija,,vt,2-see-NEG,më ini ja,,,,,
tairi-3p-put-ipfv,yab,tairi,,vt,3P-put-IPFV,ta i ri,,,,,
chimakontomojpe-path-pl-pst,yab,chimakontomojpë,,n,path-PL-PST,chima kontomo jpë,,,,,
ipejse-put-plur-pst,yab,ipëjse,,vt,put-PLUR-PST,i pëj se,,,,,
tepetijpe-go-plur-pst,yab,tëpëtijpë,,vi,go(PLUR)-PST,tëpëti jpë,,,,,
anta-island,yab,anta,,n,island,anta,,,,,
tepeti-go-plur-ipfv,yab,tëpëti,,vi,go(PLUR)-IPFV,tëpëti ∅,,,,,
ini-see-ipfv,yab,ini,,vt,see-IPFV,ini ∅,,,,,
esepo-detrz-loc,yab,ësëpo,,postp,DETRZ-LOC,ësë po,,,,,
unajmotomo-1-grandmother-pert-pl,yab,unajmotomo,,n,1-grandmother-PERT-PL,u najmo ∅ tomo,,,,,
mesemekija-2-defend-neg,yab,mësemekïja,,vt,2-defend-NEG,më semekï ja,,,,,
semeki-defend-acnnmlz,yab,semekï,,n,defend-ACNNMLZ,semekï ∅,,,,,
menonori-2-earth-pert,yab,mënonori,,n,2-earth-PERT,më nono ri,,,,,
najpitomojne-grandfather-pl-pl,yab,najpïtomojne,,n,grandfather-PL-PL,najpï tomo jne,,,,,
tetojpano-go-fut-concl,yab,tëtojpano,,vi,go-FUT.CONCL,të tojpano,,,,,
sempinujsaj-close-eyes-abs-nmlz,yab,sëmpinujsaj,,n,close_eyes-ABS.NMLZ,sëmpinuj saj,,,,,
uya-raton-1-grandchild-pert-pl,yab,uya'raton,,n,1-grandchild-PERT-PL,u ya'ra ∅ ton,,,,,
yenepetojpano-send-away-fut-concl,yab,yenepetojpano,,vt,send_away-FUT.CONCL,yenepe tojpano,,,,,
unajpitomo-1-grandfather-pert-pl,yab,unajpïtomo,,n,1-grandfather-PERT-PL,u najpï ∅ tomo,,,,,
ijtejpekontomo-3-go-pst-pl,yab,ijtëjpëkontomo,,vi,3-go-PST-PL,ij të jpë kontomo,,,,,
wanapu-savannah,yab,wanapu,,n,savannah,wanapu,,,,,
wanenetom-aunt-pl,yab,wanenetom,,n,aunt-PL,wanene tom,,,,,
najpitomo-grandfather-pl,yab,najpïtomo,,n,grandfather-PL,najpï tomo,,,,,
utesaj-1-go-pfv,yab,utësaj,,vi,1-go-PFV,u të saj,,,,,
weretasare-arrive-imn,yab,weretasarë,,vi,arrive-IMN,wereta sarë,,,,,
sempinujsare-close-eyes-imn,yab,sëmpinujsarë,,vi,close_eyes-IMN,sëmpinuj sarë,,,,,
yipijne-mountain-pl,yab,yïpïjne,,n,mountain-PL,yïpï jne,,,,,
sempinujtopo-close-eyes-circ-nmlz,yab,sëmpinujtopo,,n,close_eyes-CIRC.NMLZ,sëmpinuj topo,,,,,
uyipi-1-mountain-pert,yab,uyïpï,,n,1-mountain-PERT,u yïpï ∅,,,,,
senkasare-finish-imn,yab,sënkasarë,,vi,finish-IMN,sënka sarë,,,,,
yipijpe-mountain-pst,yab,yïpïjpë,,n,mountain-PST,yïpï jpë,,,,,
wintika-disappear-acnnmlz,yab,wintika,,n,disappear-ACNNMLZ,wintika ∅,,,,,
parangana-pot,yab,parangana,,n,pot,parangana,,,,,
yarepejteke-bring-plur-pl-imp,yab,yarëpëjtëkë,,vt,bring-PLUR-PL-IMP,yarë pëj të kë,,,,,
yamaneri-make-acnnmlz,yab,yamanëri,,n,make-ACNNMLZ,yamanë ri,,,,,
kuruwa-coroba-palm,yab,kuruwa,,n,coroba_palm,kuruwa,,,,,
seremanepeke-eat-prog-intr,yab,seremanëpëkë,,vi,eat-PROG.INTR,serema nëpëkë,,,,,
tayojmari-3p-mix-ipfv,yab,tayojmari,,vt,3P-mix-IPFV,ta yojma ri,,,,,
tesekem-prop-name-prop-nmlz,yab,tesekem,,n,PROP-name-PROP-NMLZ,t ese ke m,,,,,
yaka-dig-out-ipfv,yab,yaka,,vt,dig_out-IPFV,yaka ∅,,,,,
mewejka-2-fall-ipfv,yab,mëwëjka,,vi,2-fall-IPFV,më wëjka ∅,,,,,
yojmatopo-mix-circ-nmlz,yab,yojmatopo,,n,mix-CIRC.NMLZ,yojma topo,,,,,
merejne-2pro-pl,yab,mërëjne,,pn,2PRO-PL,mërë jne,,,,,
kerepijke-old-dim,yab,kërëpïjkë,,n,old-DIM,kërë pïjkë,,,,,
yateno-loc-nmlz,yab,yatëno,,n,LOC-NMLZ,yatë no,,,,,
uyeri-1-tooth-pert,yab,uyëri,,n,1-tooth-PERT,u yë ri,,,,,
yemetopo-eat-fruits-eggs-soup-circ-nmlz,yab,yemetopo,,n,"eat(fruits,_eggs,_soup)-CIRC.NMLZ",yeme topo,,,,,
yamanetane-make-cncs,yab,yamanëtane,,adv,make-CNCS,yamanë tane,,,,,
tayamanejpe-3p-make-pst,yab,tayamanëjpë,,vt,3P-make-PST,ta yamanë jpë,,,,,
tayujwa-3p-burn-ipfv,yab,tayujwa,,vt,3P-burn-IPFV,ta yujwa ∅,,,,,
wejkari-fall-acnnmlz,yab,wëjkari,,n,fall-ACNNMLZ,wëjka ri,,,,,
uyepematojpe-1-pay-fut,yab,uyepematojpe,,vt,1-pay-FUT,u yepema tojpe,,,,,
yokipeke-eat-starch-prog-tr,yab,yokïpëkë,,vt,eat(starch)-PROG.TR,yokï pëkë,,,,,
yamanijpe-make-pst,yab,yamanijpë,,vt,make-PST,yamani jpë,,,,,
asamo-cry-acnnmlz,yab,asamo,,n,cry-ACNNMLZ,asamo ∅,,,,,
yempekapori-offend-des-ipfv,yab,yëmpëkapori,,vt,offend-DES-IPFV,yëmpëka po ri,,,,,
uyaperi-1-lk-arm-wing-pert,yab,uyapëri,,n,"1-LK-arm,_wing-PERT",u y apë ri,,,,,
meyiwij-2-lk-house-pert,yab,mëyïwïj,,n,2-LK-house-PERT,më y ïwïj ∅,,,,,
empami-learn-acnnmlz,yab,ëmpamï,,n,learn-ACNNMLZ,ëmpamï ∅,,,,,
takontomo-other-pl,yab,takontomo,,n,other-PL,takon tomo,,,,,
waimujnari-speak-ipfv-neg,yab,waimujnari,,vi,speak-IPFV-NEG,waimu ∅ jnari,,,,,
takerej-3-relative-pert,yab,takerej,,n,3-relative-PERT,t akere j,,,,,
wintikatojpano-disappear-fut-concl,yab,wintikatojpano,,vi,disappear-FUT.CONCL,wintika tojpano,,,,,
wintikasare-disappear-imn,yab,wintikasarë,,vi,disappear-IMN,wintika sarë,,,,,
ejwintikatojpano-1-2-disappear-fut-concl,yab,ejwintikatojpano,,vi,1+2-disappear-FUT.CONCL,ej wintika tojpano,,,,,
wenkejsaj-forget-abs-nmlz,yab,wënkejsaj,,n,forget-ABS.NMLZ,wënkej saj,,,,,
wintikapejse-disappear-plur-pst,yab,wintikapëjse,,vi,disappear-PLUR-PST,wintika pëj se,,,,,
kukuja-answer-neg,yab,kukuja,,vt,answer-NEG,kuku ja,,,,,
iwaijte-3-head-pert,yab,iwaijtë,,n,3-head-PERT,i waijtë ∅,,,,,
waimurunpejteke-speak-plur-pl-imp,yab,waimurunpëjtëkë,,vi,speak-PLUR-PL-IMP,waimurun pëj të kë,,,,,
taitari-3p-hear-ipfv,yab,taitari,,vt,3P-hear-IPFV,ta ita ri,,,,,
waimuke-speak-imp,yab,waimukë,,vi,speak-IMP,waimu kë,,,,,
empanke-learn-imp,yab,ëmpankë,,vi,learn-IMP,ëmpan kë,,,,,
empampo-learn-des-ipfv,yab,ëmpampo,,vi,learn-DES-IPFV,ëmpam po ∅,,,,,
waimupori-speak-des-ipfv,yab,waimupori,,vi,speak-DES-IPFV,waimu po ri,,,,,
yareni-bring-agtnmlz,yab,yarëni,,n,bring-AGTNMLZ,yarë ni,,,,,
ichiyakono-3-friend-pert,yab,ichiyakono,,n,3-friend-PERT,i chiyakono ∅,,,,,
inu-3-tongue-pert,yab,inu,,n,3-tongue-PERT,i nu ∅,,,,,
mewaimurujpe-2-language-pert-pst,yab,mëwaimurujpë,,n,2-language-PERT-PST,më waimu ru jpë,,,,,
wenkejtojpano-forget-fut-concl,yab,wënkejtojpano,,vi,forget-FUT.CONCL,wënkej tojpano,,,,,
tatapeke-3p-say-prog-tr,yab,tatapëkë,,vt,3P-say-PROG.TR,ta ta pëkë,,,,,
wenkepijrama-forget-proh,yab,wënkepïjrama,,vi,forget-PROH,wënkepï jrama,,,,,
tai-say-hort,yab,tai,,vt,say-HORT,ta i,,,,,
takonojne-other-pl,yab,takonojne,,n,other-PL,takono jne,,,,,
yenta-drink-motimp,yab,yënta,,vt,drink-MOTIMP,yën ta,,,,,
yense-drink-sup,yab,yënse,,adv,drink-SUP,yën se,,,,,
imukutomo-3-child-pert-pl,yab,imukutomo,,n,3-child-PERT-PL,i muku ∅ tomo,,,,,
epese-escape-pst,yab,epese,,vi,escape-PST,epe se,,,,,
yanejpe-mother-pst,yab,yanëjpë,,n,mother-PST,yanë jpë,,,,,
tawejpe-3p-kill-pst,yab,tawëjpë,,vt,3P-kill-PST,ta wë jpë,,,,,
tasopikase-3p-skin-pst,yab,tasopikase,,vt,3P-skin-PST,ta sopika se,,,,,
sopikasemi-skin-ptcp-nmlz,yab,sopikasemï,,n,skin-PTCP-NMLZ,sopika se mï,,,,,
yopoja-find-neg,yab,yopoja,,vt,find-NEG,yopo ja,,,,,
yopose-find-pst,yab,yopose,,vt,find-PST,yopo se,,,,,
wontoj-enter-circ-nmlz,yab,wontoj,,n,enter-CIRC.NMLZ,won toj,,,,,
potari-mouth-pert,yab,potari,,n,mouth-PERT,pota ri,,,,,
yenese-eat-meat-sup,yab,yënëse,,adv,eat(meat)-SUP,yënë se,,,,,
makarike-cayman,yab,makarikë,,n,cayman,makarikë,,,,,
punujpe-flesh-pst,yab,punujpë,,n,flesh-PST,punu jpë,,,,,
wejpeti-come-plur-ipfv,yab,wejpëti,,vi,come-PLUR-IPFV,wej pëti ∅,,,,,
yareri-bring-ipfv,yab,yarëri,,vt,bring-IPFV,yarë ri,,,,,
wepikonton-come-ipfv-pl,yab,wepïkonton,,vi,come-IPFV-PL,wepï ∅ konton,,,,,
yare-bring-acnnmlz,yab,yarë,,n,bring-ACNNMLZ,yarë ∅,,,,,
wereta-arrive-ipfv,yab,wereta,,vi,arrive-IPFV,wereta ∅,,,,,
taweri-3p-kill-ipfv,yab,tawëri,,vt,3P-kill-IPFV,ta wë ri,,,,,
tanemeri-3p-leave-ipfv,yab,tanëmëri,,vt,3P-leave-IPFV,ta nëmë ri,,,,,
tayareri-3p-bring-ipfv,yab,tayarëri,,vt,3P-bring-IPFV,ta yarë ri,,,,,
yoj-eat-starch-acnnmlz,yab,yoj,,n,eat(starch)-ACNNMLZ,yoj ∅,,,,,
yerema-feed-ipfv,yab,yerema,,vt,feed-IPFV,yerema ∅,,,,,
tayareja-3p-bring-neg,yab,tayarëja,,vt,3P-bring-NEG,ta yarë ja,,,,,
waruwaru-hoti,yab,waruwaru,,n,hoti,waruwaru,,,,,
tayare-3p-bring-ipfv,yab,tayarë,,vt,3P-bring-IPFV,ta yarë ∅,,,,,
tachikase-3p-bite-pst,yab,tachikase,,vt,3P-bite-PST,ta chika se,,,,,
roka-wash-ipfv,yab,roka,,vt,wash-IPFV,roka ∅,,,,,
yanijta-call-motimp,yab,yanïjta,,vt,call-MOTIMP,yanïj ta,,,,,
tapirikaja-3p-endure-neg,yab,tapïrïkaja,,vt,3P-endure-NEG,ta pïrïka ja,,,,,
tayentojpe-3p-drink-fut,yab,tayëntojpe,,vt,3P-drink-FUT,ta yën tojpe,,,,,
apataka-come-out-ipfv,yab,apataka,,vi,come_out-IPFV,apataka ∅,,,,,
chikaja-bite-neg,yab,chikaja,,vt,bite-NEG,chika ja,,,,,
ajpachike-undergrowth-prop,yab,ajpachike,,adv,undergrowth-PROP,ajpachi ke,,,,,
tanepiri-3p-bring-ipfv,yab,tanepïrï,,vt,3P-bring-IPFV,ta nepï rï,,,,,
nejpeti-bring-plur-ipfv,yab,nejpëti,,vt,bring-PLUR-IPFV,nej pëti ∅,,,,,
morono-poison,yab,morono,,n,poison,morono,,,,,
rotoro-doctor,yab,rotoro,,n,doctor,rotoro,,,,,
